WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT3G04675.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04695.1	65	95	64	75	73.4177685524903	-0.216096270582529	0.412792455434637	-0.523498595329211	0.600627328278194	0.999461769492062	1	701
transcript:AT3G24518.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT3G24518.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G24518.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G24518.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04705.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT3G04725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04755.1	27	36	35	30	31.6154167825241	0.0375128288362687	0.597109543018035	0.0628240316620357	0.949906629166377	0.999461769492062	1	1518
transcript:AT3G04775.1	0	2	4	0	1.49634413834571	1.13669698303824	2.95765584842601	0.384323613460016	0.700738608399853	1	1	952.5
transcript:AT3G04785.1	11	13	14	22	14.6980626048849	0.551643952989114	0.855139761692486	0.645092156511708	0.518867466438212	0.999461769492062	1	534
transcript:AT3G04795.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04805.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04815.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT3G04825.1	31	47	58	50	45.8268380290983	0.467906888312607	0.511904921080732	0.914050381318397	0.360690373157998	0.999461769492062	1	320
transcript:AT3G04835.1	33	47	28	52	39.0555423251176	-0.0293829284315403	0.558669391529483	-0.0525944841028392	0.958055011937997	0.999461769492062	1	1539
transcript:AT3G04845.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT3G04875.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04895.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04915.1	16	35	9	17	18.6503815761943	-0.979522333234924	0.79838186564331	-1.22688449648798	0.219866006393454	0.999461769492062	1	168
transcript:AT3G04925.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04965.1	37	31	23	49	34.4720029227934	0.0225988646156727	0.604607128617937	0.0373777673897612	0.970183799333907	0.999461769492062	1	1559
transcript:AT3G04975.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT3G04995.1	8	9	4	5	6.43132648560096	-0.94533980923223	1.26931823204061	-0.744761861422614	0.456415694586612	1	1	445
transcript:AT3G05005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05015.1	22	28	26	27	25.3942616804702	0.0679109150286907	0.654772889543866	0.103716748376677	0.917394135055827	0.999461769492062	1	1460
transcript:AT3G05025.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05075.1	18	27	27	33	25.7316700730381	0.400991267654756	0.655449278851096	0.611780774795623	0.54068281115216	0.999461769492062	1	561
transcript:AT3G05085.1	0	0	0	4	0.92771922790458	3.34384810052218	3.91224296347337	0.854713812956403	0.39270960170891	1	1	368
transcript:AT3G05095.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05105.1	1	0	0	3	0.966714134588805	1.42302670945668	3.59096377934981	0.396279883868485	0.69189856547839	1	1	934
transcript:AT3G05125.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05135.1	8	5	2	7	5.45789877191258	-0.614943392584663	1.40910629263108	-0.436406675493898	0.662541696480234	1	1	887
transcript:AT3G05145.1	11	13	3	12	9.52719612853038	-0.734438643386062	1.09670132529386	-0.669679726327739	0.503061978321685	0.999461769492062	1	508
transcript:AT3G05175.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05195.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05205.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05245.1	2	4	4	3	3.19339315890676	0.236461152088608	1.75994539151479	0.134357096094377	0.893120206312689	1	1	1409
transcript:AT3G05265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05275.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05285.1	65	68	58	75	65.6603302772292	-0.0329524694863432	0.430707875609532	-0.0765077012806171	0.939015187199694	0.999461769492062	1	1497
transcript:AT3G05295.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05305.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05315.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G05375.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G27990.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G27990.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G27990.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G27990.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05385.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G05395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05445.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05455.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05465.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05475.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05485.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05495.1	4	8	10	3	6.20946387990199	0.156382025147644	1.33516999447341	0.117125179411571	0.906760856774443	1	1	1437
transcript:AT3G05505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05535.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05555.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05575.1	1	2	2	9	3.33617013177447	1.83059809962192	1.85451870602997	0.987101447760937	0.323592908115463	1	1	275
transcript:AT3G05585.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT3G05595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05605.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05635.1	1	0	0	0	0.27092471366037	-1.55394320241917	4.98349365580689	-0.311818035648239	0.755178816500192	1	1	1050.5
transcript:AT3G05645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05655.1	3	3	5	0	2.79805685699121	-0.225803740325895	2.06408684207893	-0.109396434162851	0.912888061901291	1	1	1451
transcript:AT3G05665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05695.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05705.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05735.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05795.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05805.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05815.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05825.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05845.1	10	0	0	0	2.7092471366037	-4.89996610519981	2.69913716142133	-1.81538240265624	0.069465163476083	1	1	54
transcript:AT3G05855.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT3G05885.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05895.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT3G05915.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05925.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G29644.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G29644.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G29644.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G29644.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G29644.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05945.1	164	226	233	269	219.135524109596	0.34876735603946	0.275046460904299	1.26803069886004	0.20478698781911	0.999461769492062	1	151
transcript:AT3G05955.1	0	1	3	1	1.23933536765746	2.0388347308627	3.04007085480579	0.670653688100617	0.502441172110986	1	1	506
transcript:AT3G05965.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05995.1	3	0	0	5	1.97242317586183	0.545078014205491	2.62831643281391	0.207386754273695	0.83570782629904	1	1	1326
transcript:AT3G06015.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06025.1	0	0	4	2	1.50079357998612	4.02848795435066	2.9619201455573	1.36009337064443	0.173800378668857	1	1	125.5
transcript:AT3G06045.1	0	1	2	2	1.21203168312514	2.00434408997291	3.03518856835568	0.660368884776991	0.509017134617129	1	1	523.5
transcript:AT3G06055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06065.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06095.1	3	0	0	1	1.04470394795725	-1.73506995357599	3.50063247160159	-0.495644706392777	0.620145104990159	1	1	764
transcript:AT3G06115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06135.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06155.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06165.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06185.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06205.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06245.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G06255.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06275.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06285.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G06295.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06315.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06325.1	28	14	27	13	20.8161549500917	-0.106906070551095	0.791659187455268	-0.13504052279711	0.892579835196403	0.999461769492062	1	1406
transcript:AT3G06355.1	2161	1886	2523	2619	2280.16236225652	0.308773260247332	0.20202777334083	1.5283703579033	0.126420610152794	0.999461769492062	1	82
transcript:AT3G06375.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06385.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06405.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06425.1	6	8	6	9	7.10595818304577	0.0737240412960689	1.19893824192739	0.061491108313929	0.950968095544901	1	1	1521
transcript:AT3G06465.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06475.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06485.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06495.1	4	2	2	4	2.98929523787485	-0.0789983058165444	1.82915199030947	-0.0431884863778755	0.965551283065619	1	1	1550
transcript:AT3G06515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06525.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06535.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06555.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06565.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06575.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT3G06585.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06605.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06615.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06625.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06635.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06655.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06675.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06685.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT3G06695.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06715.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06735.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06755.1	4	2	12	10	6.97320899481629	1.83090881124638	1.28754864380424	1.42201137025527	0.155022950160687	1	1	108
transcript:AT3G06765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06775.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06795.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06805.1	0	2	2	1	1.20980696230494	0.674319427898838	2.957229409542	0.228024050390894	0.819627543483189	1	1	1290
transcript:AT3G06815.1	4	1	2	0	1.83187092381433	-1.35340711545609	2.53122075267017	-0.534685532278602	0.592867327453966	1	1	647
transcript:AT3G06835.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06845.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06915.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06925.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G06955.1	0	0	20	3	5.88045925109758	5.99670508953734	2.03555588621981	2.94597909599707	0.00321934156224239	1	0.891987565709874	14
transcript:AT3G06975.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07045.1	6	2	0	2	2.54881806822638	-2.13035847455532	2.2212477495955	-0.959081883118743	0.337517496399728	1	1	292
transcript:AT3G07075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07105.1	17	10	25	17	17.3264150000916	0.60027124683749	0.821547066943293	0.730659594551171	0.464987101333233	0.999461769492062	1	454
transcript:AT3G07125.1	4	8	9	4	6.18216019536968	0.1459899935058	1.31361656689779	0.11113592595027	0.911508560401398	1	1	1449
transcript:AT3G07135.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07155.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT3G07165.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07175.1	1	7	3	3	3.35235021220574	-0.366489432572404	1.7794186759042	-0.205960203483969	0.836821997820022	1	1	1329
transcript:AT3G07205.1	38	41	34	43	38.4999680627493	-0.0675547187876383	0.542112105233492	-0.124613927885897	0.900829201492614	0.999461769492062	1	1428
transcript:AT3G07225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07245.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07275.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07295.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07305.1	0	2	1	9	2.80601192660564	2.31462137338259	2.19946301976657	1.05235748570496	0.292635566432876	1	1	235
transcript:AT3G07315.1	781	910	824	943	852.942034752126	0.0396684510284116	0.195658896087083	0.202742895016418	0.839335993989782	0.999461769492062	1	1334
transcript:AT3G07325.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07335.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07345.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT3G07355.1	8	11	7	8	8.36422655336664	-0.356534583008974	1.10858329250183	-0.321612805659695	0.747746041365285	0.999461769492062	1	1026
transcript:AT3G07365.1	18	23	56	4	25.6046565798514	0.597790912557988	0.904865296583634	0.660640776936609	0.508842712059814	0.999461769492062	1	522
transcript:AT3G07375.1	231	205	235	214	220.226000714895	0.01251876720368	0.290199496014266	0.0431384870601727	0.965591139603871	0.999461769492062	1	1551
transcript:AT3G07385.1	2	2	2	2	1.98358619660182	-0.0263765891933832	2.18591403359884	-0.0120666178028774	0.99037246558795	1	1	1618
transcript:AT3G07395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07405.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07435.1	2	1	0	0	0.771554513476678	-3.09158554764404	3.85117763548531	-0.802763684322872	0.422111336012189	1	1	402.5
transcript:AT3G07465.1	0	0	4	2	1.50079357998612	4.02848795435066	2.9619201455573	1.36009337064443	0.173800378668857	1	1	125.5
transcript:AT3G07475.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G07495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07505.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT3G46658.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G46658.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G46668.1	635	771	604	407	600.112274910962	-0.477563589162809	0.257732137155024	-1.85294544341421	0.0638901787216022	0.999461769492062	1	49
transcript:AT3G07545.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07555.1	244	287	315	337	291.849884636009	0.275397940417291	0.248443700699238	1.10849234511558	0.267649243255367	0.999461769492062	1	210
transcript:AT3G07585.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07605.1	0	12	14	17	10.3285366335841	1.43085588118211	1.21563194727727	1.17704695437373	0.239176765641949	0.999461769492062	1	187
transcript:AT3G07615.1	74	78	81	76	76.5900036734026	0.0248130947362924	0.404962228842629	0.0612726149972248	0.951142099878702	0.999461769492062	1	1522
transcript:AT3G07625.1	16	16	19	29	19.6614775380298	0.544834897349002	0.74729708682892	0.729074028189986	0.465956380594207	0.999461769492062	1	456
transcript:AT3G07645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07655.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07675.1	33	34	20	30	28.8930525195476	-0.460357448605722	0.62437117035252	-0.737313749361304	0.460931572792211	0.999461769492062	1	449
transcript:AT3G07705.1	74	64	75	62	68.5717142205027	-0.0380514280992673	0.437853806642617	-0.0869044131214449	0.930747491630896	0.999461769492062	1	1483
transcript:AT3G07745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07775.1	1	0	0	0	0.27092471366037	-1.55394320241917	4.98349365580689	-0.311818035648239	0.755178816500192	1	1	1050.5
transcript:AT3G07785.1	63	49	33	56	49.8665805926875	-0.388359689232465	0.510911773549336	-0.760130631820257	0.447176504258632	0.999461769492062	1	440
transcript:AT3G07795.1	113	166	168	194	157.2911460723	0.363310020760439	0.310126525648586	1.17148966861389	0.241402008184621	0.999461769492062	1	190
transcript:AT3G07805.1	105	177	120	119	127.812561195116	-0.238601880393784	0.345479284847464	-0.690640194242419	0.489791681609975	0.999461769492062	1	481
transcript:AT3G07805.2	8	21	8	7	10.6885810994583	-0.928250609497683	1.02418974521713	-0.906326795237429	0.364762906963014	0.999461769492062	1	323
transcript:AT3G07815.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07825.1	51	85	63	71	66.1408189802727	-0.0269573939678306	0.437580307146178	-0.0616055922252121	0.95087692345236	0.999461769492062	1	1519
transcript:AT3G07835.1	369	572	409	260	397.69077646263	-0.478550836785095	0.292420241984713	-1.63651747750798	0.101731330897603	0.999461769492062	1	71
transcript:AT3G07845.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07865.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07875.1	52	59	61	54	55.9781377522673	0.0347446783058366	0.462756078418265	0.0750820571057577	0.940149423878967	0.999461769492062	1	1500
transcript:AT3G07885.1	74	101	71	94	83.4556222654752	-0.105455050418149	0.391952047081622	-0.269050898453883	0.787890514910879	0.999461769492062	1	1231
transcript:AT3G07895.1	1	0	0	0	0.27092471366037	-1.55394320241917	4.98349365580689	-0.311818035648239	0.755178816500192	1	1	1050.5
transcript:AT3G07905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07915.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT3G07925.1	104	158	111	89	113.886244211632	-0.387523699711868	0.363019819819512	-1.0675001158464	0.285746061360742	0.999461769492062	1	229
transcript:AT3G07935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07965.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07975.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G07995.1	2	0	1	0	0.801082918829197	-1.07924128614335	3.8752873800079	-0.27849322651812	0.78063376392164	1	1	1213
transcript:AT3G08005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G08025.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G08035.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G08045.1	8	13	8	12	10.0105894450916	-0.0868023067823266	1.02283560820391	-0.084864377116036	0.932369212528635	0.999461769492062	1	1486
transcript:AT3G08050.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G08055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G08065.1	44	31	46	54	43.4904952579912	0.36659927448003	0.532511837127357	0.688434038307307	0.491179495029072	0.999461769492062	1	485
transcript:AT3G49668.1	44	65	66	83	63.2111024197705	0.435456904607193	0.441258953656714	0.98685114715194	0.323715616437407	0.999461769492062	1	276
transcript:AT3G49668.2	82	92	93	90	88.3310917846362	0.0529521847655708	0.380171120092291	0.139285132318089	0.889224838049412	0.999461769492062	1	1404
transcript:AT3G08070.1	29	32	26	21	26.8179761788597	-0.391334062261664	0.64563401583589	-0.606123674811358	0.544432630980194	0.999461769492062	1	565
