ago1.1	ago1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT4G06240.1	7	7	5	6	6.05481551584206	-0.194848681539654	1.07929415292649	-0.180533435682316	0.856733807723683	0.99392293480449	1	216
transcript:AT4G06245.1	6	0	6	6	4.39696449856272	1.21845407812887	1.49776682375695	0.81351386531085	0.415923500022899	0.99376608161118	1	81
transcript:AT4G06250.1	1	0	8	3	3.11626837209501	3.66069173508169	2.16674387695692	1.68948982573009	0.0911255999997505	0.99376608161118	1	19
transcript:AT4G06255.1	1	0	4	0	1.29991193511892	2.24459623183119	3.4103771058437	0.658166578700361	0.510431097885548	0.99376608161118	1	97
transcript:AT4G06305.1	0	3	6	2	2.84608385840051	1.54688379321519	1.99997041698878	0.773453337146969	0.439254134496208	0.99376608161118	1	85
transcript:AT4G06310.1	6	2	5	2	3.6365114381541	0.0215274040479435	1.55749604721313	0.0138218033275032	0.988972147654599	0.994941598221685	1	249
transcript:AT4G06315.1	3	3	1	1	1.90119650083139	-1.42801135650952	2.35096740818537	-0.607414356973902	0.543575962976515	0.99376608161118	1	109
transcript:AT4G06320.1	0	3	1	0	1.00381367089438	-1.45912591830236	3.82495586186777	-0.381475230302359	0.702850647534682	0.99376608161118	1	160
transcript:AT4G15258.1	13	5	12	6	8.76551673930489	0.201878682007314	0.901881927146501	0.223841587164349	0.822880569021019	0.99376608161118	1	205
transcript:AT4G06705.1	0	4	9	7	5.12560760733525	2.11962971515782	1.39995235242558	1.51407275503722	0.130007387841775	0.99376608161118	1	25
transcript:AT4G07075.1	4	6	0	0	2.33673816880854	-4.6236303773255	2.51144315615035	-1.84102529495942	0.0656178519736258	0.968828285022358	1	16.5
transcript:AT4G25631.1	1	0	0	1	0.462242032346237	0.161247498026865	4.98956791914743	0.0323169261627002	0.974219311128875	0.994941598221685	1	241
transcript:AT4G26365.1	1	2	0	1	0.951060890221902	-1.47196546511813	3.60091108358855	-0.408775843376622	0.682704169114887	0.99376608161118	1	155
transcript:AT4G07625.1	10	2	0	1	2.90919447938037	-3.3906433187909	2.2447084238189	-1.51050500938667	0.130914612128044	0.99376608161118	1	27
transcript:AT4G07635.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT4G08125.1	2	1	1	3	1.68415051126204	0.564684709541692	2.46639539323476	0.228951412693441	0.818906680116346	0.99376608161118	1	203
transcript:AT4G08155.1	5	2	3	1	2.63309863764609	-0.593521493005618	1.91824991834091	-0.30940780308697	0.757011335415975	0.99376608161118	1	176
transcript:AT4G08165.1	2	0	4	3	2.25149723456686	2.02996795959489	2.29414167271	0.884848561770359	0.37623831395867	0.99376608161118	1	71
transcript:AT4G08175.1	1	5	3	0	2.2513736957272	-0.835872914600828	2.31336028733771	-0.361324139251469	0.717857150411464	0.99376608161118	1	163
transcript:AT4G08235.1	5	5	4	8	5.34961374339644	0.402892888741808	1.18223588887294	0.340788917451913	0.733262494186012	0.99376608161118	1	167
transcript:AT4G08325.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT4G08425.1	29	23	36	26	28.0334947298703	0.425756051552894	0.45780384019306	0.929996680179329	0.35237280336715	0.99376608161118	1	69
transcript:AT4G08615.1	2	0	0	1	0.679812431141622	-0.787752440148992	4.57353903948952	-0.1722413285089	0.863247807917844	0.99392293480449	1	218
transcript:AT4G08625.1	0	0	2	0	0.541170768161768	2.66694891012786	4.88759906564943	0.545656236181781	0.585302260164001	0.99376608161118	1	120
transcript:AT4G09475.1	4	4	8	1	4.2572740171308	0.371494592940739	1.46100917626882	0.25427259388574	0.799284971049799	0.99376608161118	1	195
transcript:AT4G39361.1	17	22	17	20	18.5690884165459	0.0711410979692826	0.555095676948268	0.128160064874569	0.898022303001024	0.994941598221685	1	223
transcript:AT4G09845.1	16	12	14	7	11.9149363399685	-0.233007802556032	0.741298884428221	-0.314323692441215	0.753275205476123	0.99376608161118	1	175
transcript:AT4G39363.1	22	26	36	28	27.7330734922178	0.575084118689173	0.461521632801431	1.24606102469871	0.212741992263301	0.99376608161118	1	42
transcript:AT4G39364.1	21	34	31	23	26.8944934367664	0.125225965198666	0.482113251934942	0.259743876975122	0.795061344954906	0.99376608161118	1	194
transcript:AT4G39366.1	25	21	35	31	27.6271670604865	0.686377880687403	0.455203292527254	1.50784911259469	0.131593149103412	0.99376608161118	1	28
transcript:AT5G00750.1	0	7	1	0	1.98145138664571	-2.69544547047984	2.86671356401167	-0.940256293589319	0.347086112616081	0.99376608161118	1	68
transcript:AT5G00755.1	1	5	4	0	2.52195907980809	-0.417856208750983	2.16563118926401	-0.192948924462522	0.846998968700416	0.99376608161118	1	213
transcript:AT5G00760.1	3	7	2	4	3.88343450131616	-0.623461139529112	1.49177293848674	-0.417933000019127	0.675996104128823	0.99376608161118	1	151
transcript:AT5G00765.1	4	2	2	0	1.90027122121897	-1.35274512473547	2.49979349726804	-0.541142748876597	0.588409194941452	0.99376608161118	1	121
transcript:AT5G01135.1	0	1	2	0	0.785580197099601	1.1671805859238	4.28536972567776	0.272364034059909	0.785342124339765	0.99376608161118	1	184
transcript:AT5G01145.1	2	4	0	0	1.4127785133421	-3.8970074919405	3.17172801281961	-1.22867013696932	0.219195507140897	0.99376608161118	1	45.5
transcript:AT5G01165.1	6	5	6	2	4.64032510904848	-0.270123208710727	1.32341037996369	-0.204111447817221	0.838266408589256	0.99376608161118	1	210
transcript:AT5G01195.1	8	12	12	1	8.16517258013854	-0.433753729303855	1.02828681023067	-0.421821737854006	0.673155137754875	0.99376608161118	1	150
transcript:AT5G01495.1	2	0	0	4	1.41382733179418	1.16046402467775	3.16678383390058	0.366448764912503	0.714030237294224	0.99376608161118	1	162
transcript:AT5G01505.1	5	1	0	0	1.33226142291476	-3.81916568446096	3.29319661936573	-1.15971383609538	0.246165335007604	0.99376608161118	1	51.5
transcript:AT5G01515.1	0	3	0	1	0.97789992036435	-1.52205315041443	3.86997199575087	-0.393298233704432	0.69409922264483	0.99376608161118	1	156
transcript:AT5G01785.1	3	9	0	4	3.83108259103006	-1.51244291323242	1.67306222770007	-0.903996807884154	0.365997094023558	0.99376608161118	1	70
transcript:AT5G10572.1	6	4	3	2	3.584159527868	-0.819246729081777	1.55043907195797	-0.528396596744169	0.597224099114933	0.99376608161118	1	123
transcript:AT5G13225.1	0	0	4	2	1.57168480342524	4.20896743112202	3.02650371768547	1.39070287821779	0.164315544478238	0.99376608161118	1	37
transcript:AT5G02295.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G02305.1	0	1	0	0	0.244409428937833	-1.34521552935649	4.9874734092336	-0.269718837370844	0.787376567341956	0.99376608161118	1	188
transcript:AT5G02315.1	0	0	2	1	0.78584240171262	3.20916770843974	4.20898442639785	0.76245654137196	0.445787571354199	0.99376608161118	1	86.5
transcript:AT5G02325.1	0	2	6	7	3.82503259721693	2.81556030767344	1.74053518253686	1.61764056016938	0.105740082653948	0.99376608161118	1	20
transcript:AT5G02565.1	26	34	4	18	19.4531818928052	-1.32532629524701	0.612982717256499	-2.16209406552067	0.0306109263731272	0.966613977006737	1	7
transcript:AT5G02575.1	23	37	17	6	20.1152493736738	-1.22173352582184	0.601648083218033	-2.03064475712639	0.0422910440158454	0.966613977006737	1	10
transcript:AT5G02655.1	7	0	1	2	2.28292144275028	-1.00842252889293	2.3098921629289	-0.436566929433742	0.662425450558356	0.99376608161118	1	146
transcript:AT5G02665.1	4	5	2	2	3.12284277513418	-1.02043619690394	1.69915576860376	-0.600554825966576	0.5481365337338	0.99376608161118	1	110
transcript:AT5G02675.1	2	0	2	0	0.976311565752538	0.291869449882846	3.79807842717584	0.0768466095366739	0.938745571290094	0.994941598221685	1	233
transcript:AT5G02915.1	0	1	0	1	0.489081062488684	0.0764706855590588	4.98379003344299	0.0153438818742189	0.987757833923468	0.994941598221685	1	248
transcript:AT5G04425.1	1	9	3	2	3.71835467858024	-0.887468456713695	1.62580730174772	-0.545863249451322	0.585159942064021	0.99376608161118	1	119
transcript:AT5G04545.1	16	17	5	11	11.6804015621331	-0.905199623223981	0.754606834592485	-1.19956457022129	0.230308493408667	0.99376608161118	1	49
transcript:AT5G04945.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G05375.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G05385.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G06115.1	0	2	0	1	0.733490491426517	-0.937174989572565	4.42017599196055	-0.21202209850402	0.832089794116346	0.99376608161118	1	209
transcript:AT5G41471.1	33	27	5	6	16.5998344632787	-2.28717829578096	0.670535379552393	-3.41097332896549	0.000647314230354214	0.0673935616594926	0.0770595705030852	2
transcript:AT5G06305.1	0	8	3	0	2.76703158374531	-1.27109530633953	4.24366593430531	-0.299527655102194	0.764537474314734	0.99376608161118	1	178
transcript:AT5G06565.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G44286.1	3	0	0	0	0.652711196386155	-2.79111406640819	4.86079448324065	-0.57420943757889	0.565826083683863	0.99376608161118	1	113.5
transcript:AT5G06825.1	1	4	1	2	1.9551367657293	-0.63951797505913	2.30887351579449	-0.276982680378258	0.781793405115564	0.99376608161118	1	183
transcript:AT5G06835.1	1	0	0	0	0.217570398795385	-1.26045683859641	4.99324581909585	-0.252432362487743	0.800706888246764	0.99376608161118	1	197.5
transcript:AT5G07095.1	23	7	4	3	8.53134161183478	-1.90087926784184	0.991539436125668	-1.91709900643924	0.0552253548455096	0.968828285022358	1	14
transcript:AT5G07105.1	3	5	0	1	2.11942997462617	-2.87675162586859	2.52982036076689	-1.13713671946119	0.255481135769752	0.99376608161118	1	54
transcript:AT5G07725.1	5	9	11	4	7.24266261351055	0.264904101447369	1.01473762358324	0.2610567453998	0.794048747466727	0.99376608161118	1	193
transcript:AT5G51174.1	1	13	2	6	5.40409354445409	-0.735043495213636	1.34170593029396	-0.547842473240461	0.583800071870679	0.99376608161118	1	118
transcript:AT5G07735.1	0	4	0	1	1.22230934930218	-1.93664642103921	3.50409611374725	-0.552680736536128	0.580482046349289	0.99376608161118	1	116
transcript:AT5G52471.1	3	12	2	1	4.37146674535277	-2.19492090781476	1.54212350081276	-1.42331071840741	0.154646101192562	0.99376608161118	1	35
transcript:AT5G53902.1	43	44	19	32	33.0801565926303	-0.624772740452077	0.42754875918959	-1.46129003306271	0.143935863944808	0.99376608161118	1	32
transcript:AT5G54075.1	40	49	25	32	35.2730048454186	-0.496726631351766	0.413191591724008	-1.20217023119763	0.229297580399376	0.99376608161118	1	48
transcript:AT5G08495.1	9	22	6	9	11.1606980322338	-0.925952096927532	0.806130138518869	-1.14863847992188	0.250705083073825	0.99376608161118	1	53
transcript:AT5G08515.1	18	6	4	5	7.68842345602172	-1.22931456355549	0.993529940657536	-1.23732009801528	0.215968269321686	0.99376608161118	1	44
transcript:AT5G08525.1	5	1	3	3	2.87803247580997	0.20206248564996	1.80233936622336	0.112111231345606	0.910735212244278	0.994941598221685	1	227
transcript:AT5G08805.1	3	0	1	0	0.923296580467039	-1.30665795868223	3.96634493301838	-0.329436289770155	0.741825941928625	0.99376608161118	1	171
transcript:AT5G58595.1	1	1	0	0	0.461979827733218	-2.2865632464972	4.89227486387603	-0.467382416180438	0.64022630074185	0.99376608161118	1	137
transcript:AT5G08850.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G08860.1	1	8	1	0	2.44343121437893	-3.04827092736931	2.45607731038367	-1.24111358974003	0.214563789964499	0.99376608161118	1	43
transcript:AT5G08865.1	2	11	8	3	6.02234248920656	-0.103488603043444	1.19555739042033	-0.0865609663514854	0.931020493733956	0.994941598221685	1	231
transcript:AT5G09000.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G09005.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT5G09020.1	2	0	0	0	0.43514079759077	-2.20864339729121	4.89817137640655	-0.450911825570207	0.652053100130378	0.99376608161118	1	142
transcript:AT5G09130.1	3	0	0	3	1.38672609703871	0.167681429723634	3.17307147665459	0.0528451473461362	0.957855289352054	0.994941598221685	1	235
transcript:AT5G09495.1	5	3	2	6	3.8302808502573	0.145944376514472	1.48764195150317	0.0981045044924983	0.921849310715777	0.994941598221685	1	229
transcript:AT5G09515.1	0	0	0	1	0.244671633550852	1.57974271602438	4.9938132011608	0.316339969556164	0.751744476293896	0.99376608161118	1	173
transcript:AT5G66562.1	5	2	1	1	2.09192786948433	-1.61921942446085	2.26169760157361	-0.715930999499779	0.47403395593732	0.99376608161118	1	91
transcript:AT5G66564.1	3	7	0	0	2.36357719895098	-4.6386438768119	2.51313115328836	-1.84576275326593	0.0649266609888985	0.968828285022358	1	15
transcript:AT5G66567.1	1	0	0	0	0.217570398795385	-1.26045683859641	4.99324581909585	-0.252432362487743	0.800706888246764	0.99376608161118	1	197.5
