Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
transcript:AT3G03715.1	0	0	0	0
transcript:AT3G03725.1	0	0	0	0
transcript:AT3G03735.1	0	0	0	0
transcript:AT3G03755.1	0	0	0	0
transcript:AT3G03765.1	0	0	0	0
transcript:AT3G03775.1	0	0	0	0
transcript:AT3G03785.1	31	21	37	34
transcript:AT3G19002.1	414	445	373	300
transcript:AT3G03795.1	0	0	0	0
transcript:AT3G03805.1	0	0	0	0
transcript:AT3G03815.1	29	31	33	31
transcript:AT3G03815.2	36	38	42	26
transcript:AT3G03825.1	1	0	0	0
transcript:AT3G03835.1	0	0	0	0
transcript:AT3G03865.1	19	18	8	15
transcript:AT3G03875.1	0	0	0	0
transcript:AT3G03895.1	20	7	7	34
transcript:AT3G03905.1	0	0	0	0
transcript:AT3G03915.1	0	0	0	0
transcript:AT3G03925.1	0	0	0	0
transcript:AT3G03935.1	2	0	0	0
transcript:AT3G03945.1	0	0	0	0
transcript:AT3G03955.1	4	4	0	0
transcript:AT3G03965.1	104	105	109	156
transcript:AT3G03975.1	97	119	214	198
transcript:AT3G03985.1	0	0	0	0
transcript:AT3G03995.1	0	0	0	0
transcript:AT3G04005.1	0	0	0	0
transcript:AT3G04015.1	5	3	7	15
transcript:AT3G04025.1	11	15	5	14
transcript:AT3G04035.1	33	21	31	18
transcript:AT3G20978.1	0	4	2	4
transcript:AT3G04045.1	0	0	0	0
transcript:AT3G04055.1	2	2	2	0
transcript:AT3G04065.1	16	4	5	8
transcript:AT3G04085.1	36	53	36	49
transcript:AT3G04095.1	0	0	0	0
transcript:AT3G04115.1	0	2	8	4
transcript:AT3G04125.1	0	0	0	0
transcript:AT3G04135.1	2	3	0	2
transcript:AT3G04145.1	0	0	0	0
transcript:AT3G21755.4	0	0	0	0
transcript:AT3G21755.2	0	0	0	0
transcript:AT3G21755.3	0	0	0	0
transcript:AT3G21755.1	0	0	0	0
transcript:AT3G21755.5	0	0	0	0
transcript:AT3G21781.1	773	536	76	64
transcript:AT3G04185.1	56	64	27	70
transcript:AT3G04205.1	1	4	0	0
transcript:AT3G04215.1	0	0	0	0
transcript:AT3G04225.1	0	0	0	0
transcript:AT3G22072.1	88	94	77	130
transcript:AT3G22121.1	12617	16056	5671	5462
transcript:AT3G22121.2	0	0	0	0
transcript:AT3G22121.3	0	0	0	0
transcript:AT3G04235.1	0	0	0	0
transcript:AT3G04245.1	0	0	0	0
transcript:AT3G04255.1	253	259	464	497
transcript:AT3G04265.1	0	0	0	0
transcript:AT3G04275.1	0	0	6	3
transcript:AT3G04285.1	47	46	61	56
transcript:AT3G04295.1	0	0	0	0
transcript:AT3G04305.1	0	0	0	0
transcript:AT3G04315.1	0	0	0	0
transcript:AT3G04325.1	0	0	0	0
transcript:AT3G04335.1	1	0	0	0
transcript:AT3G04345.1	0	0	0	0
transcript:AT3G04365.1	0	1	0	0
transcript:AT3G04375.1	0	0	0	0
transcript:AT3G04385.1	0	0	0	0
transcript:AT3G04395.1	0	0	0	0
transcript:AT3G04405.1	0	0	0	0
transcript:AT3G04415.1	0	0	0	0
transcript:AT3G04425.1	0	0	0	0
transcript:AT3G04435.1	0	0	0	0
transcript:AT3G04455.1	0	0	0	0
transcript:AT3G04475.1	0	0	0	0
transcript:AT3G04495.1	1	0	0	0
transcript:AT3G04505.1	0	0	0	0
transcript:AT3G04515.1	0	0	0	0
transcript:AT3G04555.1	0	0	0	0
transcript:AT3G04565.1	0	0	0	0
transcript:AT3G04575.1	0	0	0	0
transcript:AT3G04585.1	0	0	0	0
transcript:AT3G04595.1	0	0	0	0
transcript:AT3G04615.1	95	91	124	172
transcript:AT3G04625.1	0	0	0	0
transcript:AT3G04635.1	35	21	15	12
transcript:AT3G04645.1	0	0	0	0
transcript:AT3G24332.1	0	0	0	0
transcript:AT3G04665.1	0	0	0	0
transcript:AT3G04675.1	2	0	0	0
transcript:AT3G04695.1	80	68	64	75
transcript:AT3G24518.1	0	1	0	0
transcript:AT3G24518.2	0	0	0	0
transcript:AT3G24518.3	0	0	0	0
transcript:AT3G24518.4	0	0	0	0
transcript:AT3G04705.1	0	0	0	0
transcript:AT3G04725.1	0	0	0	0
transcript:AT3G04745.1	0	0	0	0
transcript:AT3G04755.1	48	45	35	30
transcript:AT3G04775.1	9	0	4	0
transcript:AT3G04785.1	9	12	14	22
transcript:AT3G04795.1	0	0	0	0
transcript:AT3G04805.1	0	0	0	0
transcript:AT3G04815.1	0	0	0	1
transcript:AT3G04825.1	44	54	58	50
transcript:AT3G04835.1	45	53	28	52
transcript:AT3G04845.1	0	2	0	0
transcript:AT3G04875.1	0	0	0	0
transcript:AT3G04895.1	0	0	0	0
transcript:AT3G04915.1	6	7	9	17
transcript:AT3G04925.1	0	0	0	0
transcript:AT3G04935.1	0	0	0	0
transcript:AT3G04955.1	0	0	0	0
transcript:AT3G04965.1	37	23	23	49
transcript:AT3G04975.1	6	6	0	0
transcript:AT3G04995.1	8	6	4	5
transcript:AT3G05005.1	0	0	0	0
transcript:AT3G05015.1	44	50	26	27
transcript:AT3G05025.1	4	0	0	0
transcript:AT3G05045.1	1	4	0	0
transcript:AT3G05055.1	0	0	0	0
transcript:AT3G05075.1	11	12	27	33
transcript:AT3G05085.1	0	0	0	4
transcript:AT3G05095.1	0	0	0	0
transcript:AT3G05105.1	2	0	0	3
transcript:AT3G05125.1	0	0	0	0
transcript:AT3G05135.1	5	8	2	7
transcript:AT3G05145.1	3	8	3	12
transcript:AT3G05175.1	0	0	0	0
transcript:AT3G05195.1	0	0	0	0
transcript:AT3G05205.1	0	0	0	0
transcript:AT3G05225.1	0	0	0	0
transcript:AT3G05235.1	0	0	0	0
transcript:AT3G05245.1	4	2	4	3
transcript:AT3G05265.1	0	0	0	0
transcript:AT3G05275.1	0	0	0	0
transcript:AT3G05285.1	62	59	58	75
transcript:AT3G05295.1	0	0	0	0
transcript:AT3G05305.1	0	0	0	0
transcript:AT3G05315.1	0	0	0	0
transcript:AT3G05375.1	0	0	0	0
transcript:AT3G27990.1	0	0	0	0
transcript:AT3G27990.2	0	0	0	0
transcript:AT3G27990.3	0	0	0	0
transcript:AT3G27990.4	0	0	0	0
transcript:AT3G05385.1	0	0	0	0
transcript:AT3G05395.1	0	0	0	0
transcript:AT3G05445.1	0	0	0	0
transcript:AT3G05455.1	0	0	0	0
transcript:AT3G05465.1	0	0	0	0
transcript:AT3G05475.1	0	0	0	0
transcript:AT3G05485.1	0	0	0	0
transcript:AT3G05495.1	10	1	10	3
transcript:AT3G05505.1	0	0	0	0
transcript:AT3G05535.1	0	0	0	0
transcript:AT3G05555.1	0	0	0	0
transcript:AT3G05575.1	3	4	2	9
transcript:AT3G05585.1	0	0	2	0
transcript:AT3G05595.1	2	0	0	0
transcript:AT3G05605.1	0	0	0	0
transcript:AT3G05635.1	0	0	0	0
transcript:AT3G05645.1	0	1	0	0
transcript:AT3G05655.1	5	1	5	0
transcript:AT3G05665.1	0	0	0	0
transcript:AT3G05695.1	0	0	0	0
transcript:AT3G05705.1	0	0	0	0
transcript:AT3G05735.1	1	0	0	0
transcript:AT3G05745.1	0	0	0	0
transcript:AT3G05765.1	0	0	0	0
transcript:AT3G05785.1	0	0	0	0
transcript:AT3G05795.1	0	0	0	0
transcript:AT3G05805.1	0	0	0	0
transcript:AT3G05815.1	0	0	0	0
transcript:AT3G05825.1	0	0	0	0
transcript:AT3G05845.1	2	6	0	0
transcript:AT3G05855.1	0	0	2	0
transcript:AT3G05885.1	0	0	0	0
transcript:AT3G05895.1	0	0	0	0
transcript:AT3G05915.1	0	0	0	0
transcript:AT3G05925.1	0	0	0	0
transcript:AT3G29644.1	0	0	0	0
transcript:AT3G29644.4	0	0	0	0
transcript:AT3G29644.3	0	0	0	0
transcript:AT3G29644.2	0	0	0	0
transcript:AT3G29644.5	0	0	0	0
transcript:AT3G05945.1	171	217	233	269
transcript:AT3G05955.1	2	5	3	1
transcript:AT3G05965.1	0	0	0	0
transcript:AT3G05995.1	0	3	0	5
transcript:AT3G06015.1	0	0	0	0
transcript:AT3G06025.1	0	0	4	2
transcript:AT3G06045.1	0	0	2	2
transcript:AT3G06055.1	0	0	0	0
transcript:AT3G06065.1	0	0	0	0
transcript:AT3G06075.1	0	0	0	0
transcript:AT3G06095.1	0	4	0	1
transcript:AT3G06115.1	0	0	0	0
transcript:AT3G06135.1	1	0	0	0
transcript:AT3G06155.1	0	0	0	0
transcript:AT3G06165.1	0	0	0	0
transcript:AT3G06185.1	0	0	0	0
transcript:AT3G06205.1	0	0	0	0
transcript:AT3G06215.1	0	0	0	0
transcript:AT3G06225.1	0	0	0	0
transcript:AT3G06235.1	0	0	0	0
transcript:AT3G06245.1	0	0	0	0
transcript:AT3G06255.1	0	0	0	0
transcript:AT3G06265.1	0	0	0	0
transcript:AT3G06275.1	0	0	0	0
transcript:AT3G06285.1	0	0	0	0
transcript:AT3G06295.1	0	0	0	0
transcript:AT3G06315.1	0	0	0	0
transcript:AT3G06325.1	46	21	27	13
transcript:AT3G06355.1	2276	2016	2523	2619
transcript:AT3G06375.1	0	0	0	0
transcript:AT3G06385.1	0	0	0	0
transcript:AT3G06395.1	0	0	0	0
transcript:AT3G06405.1	0	0	0	0
transcript:AT3G06415.1	0	0	0	0
transcript:AT3G06425.1	9	12	6	9
transcript:AT3G06465.1	0	0	0	0
transcript:AT3G06475.1	0	0	0	0
transcript:AT3G06485.1	0	0	0	0
transcript:AT3G06495.1	11	1	2	4
transcript:AT3G06515.1	0	0	0	0
transcript:AT3G06525.1	0	0	0	0
transcript:AT3G06535.1	0	0	0	0
transcript:AT3G06555.1	0	0	0	0
transcript:AT3G06565.1	0	0	0	0
transcript:AT3G06575.1	1	3	2	0
transcript:AT3G06585.1	0	0	0	0
transcript:AT3G06605.1	0	0	0	0
transcript:AT3G06615.1	0	0	0	0
transcript:AT3G06625.1	0	0	0	0
transcript:AT3G06635.1	0	0	0	0
transcript:AT3G06645.1	1	0	0	0
transcript:AT3G06655.1	0	0	0	0
transcript:AT3G06675.1	0	3	0	0
transcript:AT3G06685.1	0	0	0	0
transcript:AT3G06695.1	0	0	0	0
transcript:AT3G06715.1	0	0	0	0
transcript:AT3G06725.1	0	0	0	0
transcript:AT3G06735.1	0	0	0	0
transcript:AT3G06745.1	0	0	0	0
transcript:AT3G06755.1	14	22	12	10
transcript:AT3G06765.1	0	1	0	0
transcript:AT3G06775.1	0	0	0	0
transcript:AT3G06785.1	0	0	0	0
transcript:AT3G06795.1	0	0	0	0
transcript:AT3G06805.1	0	0	2	1
transcript:AT3G06815.1	1	1	2	0
transcript:AT3G06835.1	0	0	0	0
transcript:AT3G06845.1	0	0	0	0
transcript:AT3G06855.1	0	0	0	0
transcript:AT3G06905.1	0	0	0	0
transcript:AT3G06915.1	0	0	0	0
transcript:AT3G06925.1	0	0	0	0
transcript:AT3G06935.1	0	0	0	0
transcript:AT3G06955.1	6	1	20	3
transcript:AT3G06975.1	0	0	0	0
transcript:AT3G07045.1	10	6	0	2
transcript:AT3G07075.1	0	0	0	0
transcript:AT3G07085.1	0	0	0	0
transcript:AT3G07105.1	51	25	25	17
transcript:AT3G07125.1	4	6	9	4
transcript:AT3G07135.1	0	0	0	0
transcript:AT3G07155.1	1	0	2	0
transcript:AT3G07165.1	0	0	0	0
transcript:AT3G07175.1	5	6	3	3
transcript:AT3G07205.1	58	52	34	43
transcript:AT3G07225.1	0	0	0	0
transcript:AT3G07235.1	0	0	0	0
transcript:AT3G07245.1	0	0	0	0
transcript:AT3G07275.1	0	0	0	0
transcript:AT3G07295.1	0	0	0	0
transcript:AT3G07305.1	2	1	1	9
transcript:AT3G07315.1	667	753	824	943
transcript:AT3G07325.1	3	0	0	0
transcript:AT3G07335.1	0	0	0	0
transcript:AT3G07345.1	0	0	1	0
transcript:AT3G07355.1	16	12	7	8
transcript:AT3G07365.1	9	8	56	4
transcript:AT3G07375.1	255	205	235	214
transcript:AT3G07385.1	8	6	2	2
transcript:AT3G07395.1	1	0	0	0
transcript:AT3G07405.1	0	0	0	0
transcript:AT3G07415.1	0	0	0	0
transcript:AT3G07435.1	1	0	0	0
transcript:AT3G07465.1	5	12	4	2
transcript:AT3G07475.1	0	1	0	0
transcript:AT3G07495.1	0	0	0	0
transcript:AT3G07505.1	2	0	0	1
transcript:AT3G46658.2	0	0	0	0
transcript:AT3G46658.1	0	0	0	0
transcript:AT3G46668.1	869	842	604	407
transcript:AT3G07545.1	0	0	0	0
transcript:AT3G07555.1	290	312	315	337
transcript:AT3G07585.1	0	0	0	0
transcript:AT3G07605.1	8	11	14	17
transcript:AT3G07615.1	86	64	81	76
transcript:AT3G07625.1	24	6	19	29
transcript:AT3G07645.1	0	0	0	0
transcript:AT3G07655.1	0	0	0	0
transcript:AT3G07665.1	0	0	0	0
transcript:AT3G07675.1	69	74	20	30
transcript:AT3G07705.1	39	38	75	62
transcript:AT3G07745.1	0	0	0	0
transcript:AT3G07765.1	1	0	0	0
transcript:AT3G07775.1	0	0	0	0
transcript:AT3G07785.1	8	6	33	56
transcript:AT3G07795.1	195	197	168	194
transcript:AT3G07805.1	108	106	120	119
transcript:AT3G07805.2	4	4	8	7
transcript:AT3G07815.1	0	0	0	0
transcript:AT3G07825.1	127	145	63	71
transcript:AT3G07835.1	437	419	409	260
transcript:AT3G07845.1	0	0	0	0
transcript:AT3G07855.1	0	0	0	0
transcript:AT3G07865.1	0	0	0	0
transcript:AT3G07875.1	67	58	61	54
transcript:AT3G07885.1	94	60	71	94
transcript:AT3G07895.1	0	0	0	0
transcript:AT3G07905.1	0	0	0	0
transcript:AT3G07915.1	0	0	2	0
transcript:AT3G07925.1	372	336	111	89
transcript:AT3G07935.1	0	0	0	0
transcript:AT3G07945.1	0	0	0	0
transcript:AT3G07955.1	0	0	0	0
transcript:AT3G07965.1	0	0	0	0
transcript:AT3G07975.1	0	0	0	0
transcript:AT3G07985.1	0	0	0	0
transcript:AT3G07995.1	0	0	1	0
transcript:AT3G08005.1	0	0	0	0
transcript:AT3G08025.1	0	0	0	0
transcript:AT3G08035.1	0	0	0	0
transcript:AT3G08045.1	18	12	8	12
transcript:AT3G08050.1	0	0	0	0
transcript:AT3G08055.1	0	0	0	0
transcript:AT3G08065.1	53	65	46	54
transcript:AT3G49668.1	49	46	66	83
transcript:AT3G49668.2	81	44	93	90
transcript:AT3G08070.1	24	21	26	21
transcript:AT3G08075.1	53	53	42	60
transcript:AT3G08080.1	0	0	0	0
transcript:AT3G08090.1	0	0	0	0
transcript:AT3G08100.1	0	0	0	2
transcript:AT3G08105.1	0	0	0	0
transcript:AT3G08110.1	0	1	0	0
transcript:AT3G08115.1	4	4	2	12
transcript:AT3G08120.1	0	0	0	0
transcript:AT3G08125.1	0	0	0	0
transcript:AT3G08130.1	0	0	0	0
transcript:AT3G08135.1	0	0	0	0
transcript:AT3G08140.1	0	0	0	0
transcript:AT3G08155.1	0	0	0	0
transcript:AT3G08160.1	0	0	0	0
transcript:AT3G51075.2	0	0	0	0
transcript:AT3G51075.1	0	0	0	0
transcript:AT3G51075.6	0	0	0	0
transcript:AT3G51075.5	0	0	0	0
transcript:AT3G51075.3	0	0	0	0
transcript:AT3G51075.4	0	0	0	0
transcript:AT3G51075.7	0	0	0	0
transcript:AT3G51075.8	0	0	0	0
transcript:AT3G51075.9	0	0	0	0
transcript:AT3G51075.10	0	0	0	0
transcript:AT3G51075.12	0	0	0	0
transcript:AT3G51075.11	0	0	0	0
transcript:AT3G51075.13	0	0	0	0
transcript:AT3G08175.1	0	0	0	0
transcript:AT3G08185.1	0	2	0	4
transcript:AT3G51238.1	561	580	406	605
transcript:AT3G08190.1	0	0	0	0
transcript:AT3G08200.1	0	0	0	1
transcript:AT3G08205.1	0	0	0	0
transcript:AT3G08215.1	7	5	8	8
transcript:AT3G08220.1	36	35	16	19
transcript:AT3G08225.1	252	301	100	165
transcript:AT3G52072.1	0	0	0	0
transcript:AT3G52072.2	0	0	0	0
transcript:AT3G52072.3	0	0	0	0
transcript:AT3G52072.4	0	0	0	0
transcript:AT3G52072.5	0	0	0	0
transcript:AT3G52072.6	0	0	0	0
transcript:AT3G52072.7	0	0	0	0
transcript:AT3G08230.1	81	81	138	159
transcript:AT3G08235.1	47	33	23	41
transcript:AT3G08240.1	51	33	40	43
transcript:AT3G08245.1	1	0	0	2
transcript:AT3G08250.1	0	0	0	0
transcript:AT3G08255.1	0	0	0	0
transcript:AT3G08260.1	0	0	0	0
transcript:AT3G08265.1	0	0	0	0
transcript:AT3G08270.1	0	0	0	0
transcript:AT3G52535.1	24	27	21	23
transcript:AT3G52535.2	0	0	0	0
transcript:AT3G52535.3	0	0	0	0
transcript:AT3G52605.2	0	0	0	0
transcript:AT3G52605.1	0	0	0	0
transcript:AT3G08280.1	7	6	1	0
transcript:AT3G08290.1	0	0	0	0
transcript:AT3G08295.1	0	0	0	0
transcript:AT3G08300.1	13	12	18	21
transcript:AT3G08310.1	0	0	0	0
transcript:AT3G08315.1	0	0	0	0
transcript:AT3G08325.1	0	0	0	0
transcript:AT3G08330.1	0	0	0	0
transcript:AT3G08335.1	0	0	0	0
transcript:AT3G08340.1	0	0	0	0
transcript:AT3G08345.1	0	0	0	0
transcript:AT3G08350.1	66	64	112	82
transcript:AT3G08355.1	0	0	0	0
transcript:AT3G08360.1	0	0	0	0
transcript:AT3G08365.1	199	224	246	288
transcript:AT3G08370.1	0	0	0	0
transcript:AT3G08380.1	0	0	0	0
transcript:AT3G08390.1	0	0	0	0
transcript:AT3G08395.1	0	0	0	0
transcript:AT3G08400.1	0	0	0	0
transcript:AT3G08405.1	4	7	16	4
transcript:AT3G54625.1	2	4	3	0
transcript:AT3G54625.2	0	1	1	1
transcript:AT3G54625.3	0	0	0	0
transcript:AT3G08415.1	0	0	0	0
transcript:AT3G08420.1	0	0	0	0
transcript:AT3G08425.1	4	9	11	10
transcript:AT3G08430.1	0	0	0	0
transcript:AT3G08435.1	0	0	0	0
transcript:AT3G08450.1	46	48	29	45
transcript:AT3G08455.1	0	0	0	0
transcript:AT3G08460.1	0	0	0	0
transcript:AT3G08465.1	0	0	0	0
transcript:AT3G08470.1	6	10	6	9
transcript:AT3G08475.1	36	16	13	23
transcript:AT3G08480.1	3	3	1	4
transcript:AT3G08495.1	0	0	0	0
transcript:AT3G08515.1	26	32	29	23
transcript:AT3G08525.1	0	1	1	2
transcript:AT3G08535.1	0	0	0	0
transcript:AT3G08545.1	0	0	0	0
transcript:AT3G08585.1	0	0	0	0
transcript:AT3G08595.1	0	0	2	0
transcript:AT3G08635.1	110	96	27	27
transcript:AT3G08645.1	90	79	57	63
transcript:AT3G56408.1	0	0	0	0
transcript:AT3G56408.2	0	0	0	0
transcript:AT3G56408.3	0	2	0	0
transcript:AT3G08655.1	4	0	2	7
transcript:AT3G08665.1	428	418	322	337
transcript:AT3G08675.1	31	21	19	17
transcript:AT3G08685.1	9	3	5	12
transcript:AT3G08715.1	0	0	0	0
transcript:AT3G08725.1	0	0	0	0
transcript:AT3G08745.1	0	0	0	0
transcript:AT3G08755.1	0	0	0	0
transcript:AT3G08765.1	0	0	0	0
transcript:AT3G08775.1	0	0	0	0
transcript:AT3G08795.1	176	189	246	172
transcript:AT3G08805.1	19	21	8	16
transcript:AT3G08815.1	0	0	0	0
transcript:AT3G08825.1	0	0	2	1
transcript:AT3G08835.1	3	2	6	11
transcript:AT3G08845.1	0	1	1	2
transcript:AT3G08855.1	2	1	0	3
transcript:AT3G08875.1	0	0	0	0
transcript:AT3G08905.1	0	0	0	0
transcript:AT3G08915.1	0	0	0	0
transcript:AT3G08925.1	0	0	0	0
transcript:AT3G08935.1	0	0	0	0
transcript:AT3G08965.1	0	0	0	0
transcript:AT3G08985.1	0	0	0	0
transcript:AT3G09015.1	0	0	0	0
transcript:AT3G57965.1	410	455	184	250
transcript:AT3G09025.1	0	0	0	0
transcript:AT3G09045.1	0	0	0	0
transcript:AT3G09065.1	0	0	0	0
transcript:AT3G09075.1	0	0	0	0
transcript:AT3G09095.1	0	1	0	0
transcript:AT3G09105.1	0	0	0	0
transcript:AT3G09115.1	0	0	0	0
transcript:AT3G09125.1	0	0	0	0
transcript:AT3G09135.1	19	4	11	15
transcript:AT3G09145.1	3	6	10	5
transcript:AT3G09155.1	2	0	0	0
transcript:AT3G58795.1	43	46	51	54
transcript:AT3G09175.1	7	10	23	25
transcript:AT3G09185.1	0	0	0	0
transcript:AT3G59068.1	38	44	48	20
transcript:AT3G09195.1	0	0	2	0
transcript:AT3G09205.1	0	0	0	0
transcript:AT3G59695.1	256	286	134	218
transcript:AT3G09245.1	0	0	0	0
transcript:AT3G09255.1	0	0	0	0
transcript:AT3G09265.1	0	0	0	0
transcript:AT3G09275.1	3648	2343	4779	2853
transcript:AT3G09295.1	6	7	6	12
transcript:AT3G09305.1	166	145	103	150
transcript:AT3G09315.1	0	0	0	0
transcript:AT3G09325.1	0	0	1	0
transcript:AT3G09335.1	14	10	11	5
transcript:AT3G09345.1	0	1	1	0
transcript:AT3G09355.1	0	0	0	0
transcript:AT3G09365.1	0	0	0	0
transcript:AT3G09395.1	0	0	0	0
transcript:AT3G09415.1	4	8	4	8
transcript:AT3G09435.1	0	0	0	0
transcript:AT3G09425.1	0	0	0	0
transcript:AT3G09445.1	0	0	0	0
transcript:AT3G09465.1	0	0	0	0
transcript:AT3G09475.1	0	0	0	0
transcript:AT3G09485.1	0	0	0	0
transcript:AT3G09495.1	29	21	24	37
transcript:AT3G09525.1	8	4	2	4
transcript:AT3G09545.1	0	0	0	0
transcript:AT3G09555.1	6	8	2	2
transcript:AT3G09565.1	0	1	0	0
transcript:AT3G09575.1	0	0	0	0
transcript:AT3G09605.1	0	0	0	0
transcript:AT3G09625.1	3	9	6	0
transcript:AT3G09635.1	17	16	6	9
transcript:AT3G09645.1	3	3	0	2
transcript:AT3G09655.1	68	50	37	67
transcript:AT3G09665.1	0	0	0	0
transcript:AT3G09675.1	0	0	0	0
transcript:AT3G09685.1	68	47	59	30
transcript:AT3G09695.1	0	0	0	0
transcript:AT3G09705.1	0	0	0	0
transcript:AT3G09725.1	22	10	23	22
transcript:AT3G09745.1	0	0	0	0
transcript:AT3G09745.2	0	0	0	0
transcript:AT3G09745.4	0	0	0	0
transcript:AT3G09745.3	0	0	0	0
transcript:AT3G09755.1	0	0	0	0
transcript:AT3G09765.1	0	0	0	0
transcript:AT3G09775.1	6	6	9	14
transcript:AT3G09785.1	0	0	0	0
transcript:AT3G09795.1	1542	1489	353	418
transcript:AT3G09815.1	6	2	0	5
transcript:AT3G09825.1	0	0	0	0
transcript:AT3G09835.1	0	0	0	0
transcript:AT3G09845.1	0	0	0	0
transcript:AT3G09855.1	0	8	4	0
transcript:AT3G09875.1	863	723	484	585
transcript:AT3G09895.1	93	124	106	97
transcript:AT3G09905.1	664	693	1228	1564
transcript:AT3G09935.1	0	1	0	0
transcript:AT3G09945.1	0	0	0	0
transcript:AT3G09955.1	12	15	8	5
transcript:AT3G63445.1	0	0	0	0
transcript:AT3G63445.2	0	0	0	0
transcript:AT3G63445.3	0	0	0	0
transcript:AT3G63445.4	0	0	0	0
transcript:AT3G63445.5	0	0	0	0
transcript:AT3G63445.6	0	1	2	0
transcript:AT3G09965.1	9	13	20	13
transcript:AT3G09985.1	209	235	380	377
transcript:AT3G09995.1	148	143	157	206
transcript:AT4G03525.1	0	0	0	0
transcript:AT4G03535.1	0	0	0	0
transcript:AT4G03545.1	0	0	0	0
transcript:AT4G03555.1	0	0	0	0
transcript:AT4G03575.1	0	0	0	0
transcript:AT4G03585.1	631	664	1361	1432
transcript:AT4G03595.1	30	49	33	33
transcript:AT4G03655.1	13	17	10	7
transcript:AT4G03665.1	0	0	0	0
transcript:AT4G03705.1	31	28	35	44
transcript:AT4G03715.1	0	1	1	0
transcript:AT4G03725.1	32	34	27	22
transcript:AT4G03755.1	9	15	12	10
transcript:AT4G03765.1	0	2	0	0
transcript:AT4G03785.1	0	0	0	0
transcript:AT4G03805.1	0	0	0	0
transcript:AT4G03815.1	0	0	0	0
transcript:AT4G03845.1	45	41	81	40
transcript:AT4G03855.1	0	0	0	0
transcript:AT4G03875.1	0	2	0	1
transcript:AT4G03895.1	22	16	26	48
transcript:AT4G03905.1	2	8	3	14
transcript:AT4G01593.1	0	0	0	0
transcript:AT4G01593.2	0	0	0	0
transcript:AT4G01593.3	0	0	0	0
transcript:AT4G03985.1	689	501	20	38
transcript:AT4G04005.1	24	26	17	16
transcript:AT4G04015.1	7	0	7	12
transcript:AT4G04035.1	47	59	40	47
transcript:AT4G04055.1	35	52	26	39
transcript:AT4G04065.1	2	0	9	12
transcript:AT4G04075.1	31	34	28	21
transcript:AT4G04085.1	0	0	0	0
transcript:AT4G04115.1	2	0	0	0
transcript:AT4G04135.1	273	305	236	234
transcript:AT4G04195.1	0	2	2	2
transcript:AT4G04215.1	0	0	0	0
transcript:AT4G04225.1	107	116	63	67
transcript:AT4G04235.1	4	2	0	1
transcript:AT4G04275.1	76	66	22	40
transcript:AT4G04285.1	44	55	34	59
transcript:AT4G04295.1	0	0	0	0
transcript:AT4G04305.1	0	0	0	0
transcript:AT4G04335.1	363	263	178	220
transcript:AT4G04345.1	11	10	5	13
transcript:AT4G04355.1	0	0	0	2
transcript:AT4G04385.1	0	0	0	0
transcript:AT4G04425.1	16	14	11	19
transcript:AT4G04435.1	90	85	99	119
transcript:AT4G04445.1	23	23	14	20
transcript:AT4G04445.2	27	20	26	27
transcript:AT4G04455.1	175	220	147	207
transcript:AT4G04505.1	0	2	4	0
transcript:AT4G04515.1	0	2	6	8
transcript:AT4G04535.1	0	0	0	0
transcript:AT4G04565.1	16	1	6	6
transcript:AT4G04585.1	0	0	3	0
transcript:AT4G04625.1	0	0	0	0
transcript:AT4G04645.1	0	0	0	0
transcript:AT4G04665.1	0	0	0	0
transcript:AT4G04675.1	0	0	0	2
transcript:AT4G04755.1	0	0	0	0
transcript:AT4G04765.1	0	0	0	0
transcript:AT4G04077.1	2	0	0	0
transcript:AT4G04785.1	0	0	0	0
transcript:AT4G04221.3	0	0	0	0
transcript:AT4G04221.2	0	0	0	0
transcript:AT4G04221.1	0	0	0	0
transcript:AT4G04221.4	0	0	0	0
transcript:AT4G04221.5	0	0	0	0
transcript:AT4G04221.6	0	0	0	0
transcript:AT4G04795.1	0	0	0	0
transcript:AT4G04805.1	0	0	0	0
transcript:AT4G04815.1	0	0	0	0
transcript:AT4G04855.1	2	3	0	0
transcript:AT4G04865.1	13	10	0	2
transcript:AT4G04875.1	0	0	0	0
transcript:AT4G04895.1	0	0	0	0
transcript:AT4G04905.1	0	0	0	0
transcript:AT4G04945.1	0	0	0	0
transcript:AT4G04965.1	0	0	0	0
transcript:AT4G04975.1	0	4	0	0
transcript:AT4G04995.1	0	2	0	0
transcript:AT4G05005.1	0	0	0	0
transcript:AT4G05015.1	23	24	24	14
transcript:AT4G05025.1	0	0	0	0
transcript:AT4G05065.1	168	133	150	125
transcript:AT4G05075.1	0	0	0	0
transcript:AT4G05085.1	1	0	2	11
transcript:AT4G05115.1	0	0	0	0
transcript:AT4G05125.1	0	0	0	0
transcript:AT4G05135.1	0	0	0	0
transcript:AT4G05155.1	16	17	8	11
transcript:AT4G05205.1	0	0	0	0
transcript:AT4G05215.1	0	0	0	0
transcript:AT4G05225.1	0	0	0	0
transcript:AT4G05235.1	0	0	0	0
transcript:AT4G05245.1	0	2	0	0
transcript:AT4G05255.1	0	0	0	0
transcript:AT4G05275.1	1	0	0	0
transcript:AT4G05285.1	2	0	0	1
transcript:AT4G05295.1	0	0	0	0
transcript:AT4G05315.1	0	0	0	1
transcript:AT4G05335.1	2	2	2	1
transcript:AT4G05355.1	0	0	0	0
